UserID,total_courses,total_transactions,total_spending,avg_spending,min_spending,max_spending,avg_course_rating,n_categories,first_enroll,last_enroll,preferred_category,preferred_level,Beginner,Intermediate,Advanced,Age,Gender,enrollment_frequency,recency_days,diversity_score,category_concentration,learning_depth_index,beginner_ratio,advanced_ratio,preferred_category_enc,preferred_level_enc
U0028,1,1,183.23,183.23,183.23,183.23,4.6,1,2022-08-26,2022-08-26,Technology,Intermediate,0,1,0,61,Male,1.0,1224,1,0.875,0.5,0.0,0.0,7,2
U0029,9,9,1522.1399999999999,169.12666666666667,53.16,285.91,4.333333333333333,5,2022-04-07,2025-09-30,Technology,Intermediate,2,5,2,42,Female,0.007069913589945012,93,5,0.375,0.5,0.2222222222222222,0.2222222222222222,7,2
U0030,1,1,248.68,248.68,248.68,248.68,4.0,1,2024-05-29,2024-05-29,Marketing,Intermediate,0,1,0,44,Female,1.0,582,1,0.875,0.5,0.0,0.0,6,2
U0031,12,12,2401.5,200.125,53.03,297.58,4.075,7,2022-03-05,2025-12-02,Data Science,Beginner,6,5,1,59,Female,0.008765522279035792,30,7,0.125,0.2916666666666667,0.5,0.08333333333333333,2,1
U0032,11,11,1392.52,126.59272727272727,49.38,222.18,4.090909090909091,6,2022-03-01,2025-11-24,Finance,Beginner,8,2,1,45,Male,0.00805860805860806,38,6,0.25,0.18181818181818182,0.7272727272727273,0.09090909090909091,4,1
U0033,3,3,403.95,134.65,53.07,180.99,4.3,2,2023-11-25,2025-03-27,Business,Beginner,2,1,0,33,Non-Binary,0.006134969325153374,280,2,0.75,0.16666666666666666,0.6666666666666666,0.0,1,1
U0034,13,13,2316.11,178.1623076923077,38.38,296.68,4.038461538461538,7,2022-02-26,2025-11-26,Arts & Creativity,Beginner,8,3,2,32,Male,0.00948905109489051,36,7,0.125,0.2692307692307692,0.6153846153846154,0.15384615384615385,0,1
U0035,17,17,2973.17,174.89235294117648,51.59,271.81,4.094117647058823,7,2022-01-18,2025-09-15,Technology,Beginner,10,5,2,64,Male,0.012715033657442034,108,7,0.125,0.2647058823529412,0.5882352941176471,0.11764705882352941,7,1
U0036,10,10,1411.06,141.106,44.38,268.96,4.15,6,2022-02-23,2025-12-29,Business,Beginner,6,1,3,61,Male,0.007112375533428165,3,6,0.25,0.35,0.6,0.3,1,1
U0037,11,11,1822.23,165.65727272727273,48.15,278.84,4.190909090909091,5,2022-01-31,2025-05-13,Design,Beginner,6,5,0,20,Female,0.009174311926605505,233,5,0.375,0.22727272727272727,0.5454545454545454,0.0,3,1
U0038,4,4,713.1800000000001,178.29500000000002,78.49,242.13,4.425,3,2023-05-23,2025-04-04,Business,Beginner,3,1,0,54,Male,0.005856515373352855,272,3,0.625,0.125,0.75,0.0,1,1
U0039,24,24,3627.54,151.1475,51.82,254.43,4.083333333333333,6,2022-01-30,2025-12-21,Marketing,Intermediate,9,9,6,24,Male,0.016877637130801686,11,6,0.25,0.4375,0.375,0.25,6,2
U0040,17,17,3053.74,179.63176470588235,41.12,297.07,3.9176470588235293,7,2022-04-09,2025-11-14,Technology,Advanced,7,2,8,38,Male,0.012917933130699088,48,7,0.125,0.5294117647058824,0.4117647058823529,0.47058823529411764,7,0
U0041,8,8,1068.6100000000001,133.57625000000002,61.1,286.82,4.4125,6,2022-11-04,2025-09-21,Data Science,Intermediate,2,4,2,26,Male,0.007597340930674264,102,6,0.25,0.5,0.25,0.25,2,2
U0042,15,15,3112.52,207.50133333333332,85.17,296.51,4.2,7,2022-07-01,2025-11-15,Data Science,Beginner,9,5,1,56,Female,0.012155591572123177,47,7,0.125,0.23333333333333334,0.6,0.06666666666666667,2,1
U0043,13,13,1986.01,152.77,58.95,247.73,3.946153846153846,7,2022-03-25,2025-12-23,Design,Beginner,6,5,2,35,Female,0.00948905109489051,9,7,0.125,0.34615384615384615,0.46153846153846156,0.15384615384615385,3,1
U0044,17,17,2907.81,171.04764705882351,61.54,259.0,3.9764705882352938,8,2022-01-11,2025-12-13,Technology,Intermediate,7,7,3,21,Male,0.011863224005582694,19,8,0.0,0.38235294117647056,0.4117647058823529,0.17647058823529413,7,2
U0045,10,10,1473.86,147.386,62.26,276.34,3.9899999999999998,5,2022-01-13,2025-11-26,Design,Beginner,6,1,3,42,Male,0.007072135785007072,36,5,0.375,0.35,0.6,0.3,3,1
U0046,19,19,3192.01,168.00052631578947,44.01,295.13,4.005263157894737,8,2022-03-25,2025-12-12,Design,Beginner,10,8,1,31,Female,0.013980868285504048,20,8,0.0,0.2631578947368421,0.5263157894736842,0.05263157894736842,3,1
U0047,13,13,1787.81,137.52384615384614,34.61,275.02,3.8153846153846156,6,2022-06-18,2025-12-18,Data Science,Beginner,6,4,3,26,Male,0.01015625,14,6,0.25,0.38461538461538464,0.46153846153846156,0.23076923076923078,2,1
U0048,17,17,3163.36,186.08,53.91,286.26,4.147058823529412,5,2023-05-17,2025-12-05,Technology,Beginner,7,6,4,43,Male,0.018201284796573874,27,5,0.375,0.4117647058823529,0.4117647058823529,0.23529411764705882,7,1
U0049,10,10,1571.78,157.178,47.98,277.47,3.85,4,2022-02-06,2025-08-01,Health & Wellness,Beginner,4,2,4,19,Non-Binary,0.007855459544383346,153,4,0.5,0.5,0.4,0.4,5,1
U0050,10,10,1535.69,153.56900000000002,41.0,273.49,3.87,6,2022-04-05,2025-10-06,Marketing,Intermediate,1,6,3,37,Female,0.0078064012490242,87,6,0.25,0.6,0.1,0.3,6,2
U0051,7,7,1307.37,186.76714285714283,82.0,288.83,4.242857142857143,5,2022-10-20,2025-12-23,Data Science,Beginner,5,1,1,45,Male,0.006029285099052541,9,5,0.375,0.21428571428571427,0.7142857142857143,0.14285714285714285,2,1
U0052,20,20,3124.0,156.2,32.16,291.91,3.95,7,2022-03-07,2025-10-09,Technology,Advanced,7,5,8,64,Female,0.015232292460015232,84,7,0.125,0.525,0.35,0.4,7,0
U0053,8,8,1292.31,161.53875,29.67,286.01,3.9875,5,2022-12-23,2025-06-25,Health & Wellness,Beginner,4,2,2,24,Male,0.008733624454148471,190,5,0.375,0.375,0.5,0.25,5,1
U0054,12,12,2003.34,166.945,34.03,279.28,4.316666666666666,7,2022-06-11,2025-10-17,Technology,Intermediate,5,5,2,61,Female,0.009795918367346938,76,7,0.125,0.375,0.4166666666666667,0.16666666666666666,7,2
U0055,9,9,1575.95,175.10555555555555,46.02,279.34,4.2444444444444445,6,2022-01-08,2025-08-16,Technology,Beginner,6,0,3,25,Male,0.00683371298405467,138,6,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,7,1
U0056,9,9,1176.47,130.7188888888889,32.91,276.26,3.577777777777778,5,2022-01-18,2024-04-25,Data Science,Advanced,2,3,4,64,Male,0.010856453558504222,616,5,0.375,0.6111111111111112,0.2222222222222222,0.4444444444444444,2,0
U0057,16,16,2023.52,126.47,39.45,270.63,4.025,6,2022-02-23,2025-09-16,Technology,Beginner,10,5,1,52,Male,0.01228878648233487,107,6,0.25,0.21875,0.625,0.0625,7,1
U0058,14,14,2260.83,161.48785714285714,31.24,283.46,3.957142857142857,6,2022-04-09,2025-11-24,Health & Wellness,Beginner,7,5,2,31,Female,0.010558069381598794,38,6,0.25,0.32142857142857145,0.5,0.14285714285714285,5,1
U0059,12,12,1984.09,165.34083333333334,48.23,287.04,4.0,6,2022-07-17,2025-12-23,Technology,Beginner,5,4,3,34,Female,0.009554140127388535,9,6,0.25,0.4166666666666667,0.4166666666666667,0.25,7,1
U0060,10,10,1999.31,199.93099999999998,36.95,291.49,4.18,5,2022-02-02,2025-10-24,Marketing,Beginner,5,4,1,53,Male,0.0073475385745775165,69,5,0.375,0.3,0.5,0.1,6,1
U0061,17,17,2758.92,162.28941176470587,31.09,266.78,4.2176470588235295,8,2022-01-31,2025-11-24,Finance,Intermediate,6,9,2,57,Male,0.012195121951219513,38,8,0.0,0.38235294117647056,0.35294117647058826,0.11764705882352941,4,2
U0062,13,13,1660.3899999999999,127.72230769230768,43.33,238.26,4.161538461538462,4,2022-04-19,2025-12-18,Marketing,Beginner,7,2,4,21,Female,0.009701492537313432,14,4,0.5,0.38461538461538464,0.5384615384615384,0.3076923076923077,6,1
U0063,22,22,3582.01,162.8186363636364,55.44,282.1,4.013636363636364,7,2022-02-04,2025-06-30,Technology,Beginner,11,9,2,19,Male,0.017699115044247787,185,7,0.125,0.29545454545454547,0.5,0.09090909090909091,7,1
U0064,10,10,1653.27,165.327,48.87,252.85,4.14,6,2022-05-29,2025-12-03,Health & Wellness,Intermediate,4,4,2,23,Male,0.007782101167315175,29,6,0.25,0.4,0.4,0.2,5,2
U0065,7,7,970.75,138.67857142857142,46.28,298.28,3.9714285714285715,3,2022-02-07,2025-06-19,Marketing,Intermediate,2,4,1,59,Non-Binary,0.005695687550854353,196,3,0.625,0.42857142857142855,0.2857142857142857,0.14285714285714285,6,2
U0066,1,1,187.48,187.48,187.48,187.48,4.7,1,2024-10-02,2024-10-02,Technology,Intermediate,0,1,0,21,Male,1.0,456,1,0.875,0.5,0.0,0.0,7,2
U0067,9,9,1938.04,215.33777777777777,90.97,291.53,4.122222222222223,4,2023-02-09,2025-06-20,Technology,Beginner,6,3,0,46,Female,0.010428736964078795,195,4,0.5,0.16666666666666666,0.6666666666666666,0.0,7,1
U0068,9,9,1449.67,161.07444444444445,54.43,264.64,3.8777777777777778,7,2022-01-30,2025-09-27,Health & Wellness,Beginner,5,4,0,35,Non-Binary,0.006731488406881077,96,7,0.125,0.2222222222222222,0.5555555555555556,0.0,5,1
U0069,9,9,1739.53,193.2811111111111,60.42,293.82,4.111111111111111,6,2022-01-27,2025-11-19,Finance,Beginner,8,0,1,43,Male,0.006460875807609476,43,6,0.25,0.1111111111111111,0.8888888888888888,0.1111111111111111,4,1
U0070,9,9,1936.08,215.12,117.22,291.05,4.055555555555555,6,2022-08-11,2025-08-21,Technology,Beginner,5,4,0,61,Male,0.008130081300813009,133,6,0.25,0.2222222222222222,0.5555555555555556,0.0,7,1
U0071,18,18,3030.41,168.3561111111111,46.15,273.31,4.083333333333333,7,2022-05-26,2025-10-28,Marketing,Beginner,11,3,4,51,Male,0.01437699680511182,65,7,0.125,0.3055555555555556,0.6111111111111112,0.2222222222222222,6,1
U0072,25,25,4399.76,175.99040000000002,34.06,287.08,4.096,8,2022-01-12,2025-09-09,Technology,Intermediate,8,14,3,27,Female,0.018698578908002993,114,8,0.0,0.4,0.32,0.12,7,2
U0073,24,24,3970.33,165.43041666666667,37.1,279.88,3.9416666666666664,8,2022-03-17,2025-12-26,Data Science,Beginner,13,8,3,53,Female,0.017378711078928313,6,8,0.0,0.2916666666666667,0.5416666666666666,0.125,2,1
U0074,18,18,2963.67,164.64833333333334,78.43,296.0,4.083333333333333,8,2022-04-12,2025-11-12,Business,Intermediate,5,9,4,31,Female,0.013729977116704805,50,8,0.0,0.4722222222222222,0.2777777777777778,0.2222222222222222,1,2
U0075,15,15,2577.68,171.84533333333331,46.81,297.09,4.193333333333333,7,2022-01-17,2025-11-11,Design,Beginner,9,5,1,48,Male,0.010752688172043012,51,7,0.125,0.23333333333333334,0.6,0.06666666666666667,3,1
U0076,8,8,1452.8,181.6,35.05,254.12,3.975,5,2022-01-07,2025-10-30,Technology,Intermediate,2,4,2,32,Female,0.00574300071787509,63,5,0.375,0.5,0.25,0.25,7,2
U0077,9,9,1231.6200000000001,136.8466666666667,43.58,264.41,4.055555555555555,4,2022-05-27,2025-09-12,Technology,Beginner,5,4,0,25,Female,0.007468879668049793,111,4,0.5,0.2222222222222222,0.5555555555555556,0.0,7,1
U0078,13,13,1999.57,153.81307692307692,34.57,284.03,3.9923076923076923,8,2022-05-22,2025-06-21,Business,Intermediate,4,6,3,31,Female,0.011535048802129548,194,8,0.0,0.46153846153846156,0.3076923076923077,0.23076923076923078,1,2
U0079,1,1,295.4,295.4,295.4,295.4,4.5,1,2024-10-17,2024-10-17,Technology,Intermediate,0,1,0,40,Non-Binary,1.0,441,1,0.875,0.5,0.0,0.0,7,2
U0080,13,13,2358.21,181.40076923076924,47.31,285.98,4.015384615384615,7,2022-07-09,2025-09-27,Business,Intermediate,5,5,3,57,Female,0.011045029736618521,96,7,0.125,0.4230769230769231,0.38461538461538464,0.23076923076923078,1,2
U0081,19,19,3581.4,188.49473684210525,45.92,296.76,4.126315789473685,8,2022-01-02,2025-11-11,Technology,Intermediate,7,8,4,38,Female,0.01347517730496454,51,8,0.0,0.42105263157894735,0.3684210526315789,0.21052631578947367,7,2
U0082,10,10,1623.43,162.34300000000002,69.93,257.1,3.72,6,2022-02-24,2025-12-04,Data Science,Advanced,4,1,5,33,Female,0.007246376811594203,28,6,0.25,0.55,0.4,0.5,2,0
U0083,7,7,1024.25,146.32142857142858,54.78,235.92,4.1,6,2023-02-01,2024-11-14,Arts & Creativity,Intermediate,2,4,1,62,Male,0.010719754977029096,413,6,0.25,0.42857142857142855,0.2857142857142857,0.14285714285714285,0,2
U0084,12,12,2062.72,171.89333333333332,34.57,282.13,4.058333333333334,5,2022-05-06,2025-02-11,Technology,Beginner,6,3,3,35,Male,0.011846001974333662,324,5,0.375,0.375,0.5,0.25,7,1
U0085,18,18,2888.25,160.45833333333334,62.12,265.79,4.183333333333334,7,2022-04-02,2025-11-25,Technology,Intermediate,6,9,3,64,Female,0.013493253373313344,37,7,0.125,0.4166666666666667,0.3333333333333333,0.16666666666666666,7,2
U0086,7,7,948.74,135.53428571428572,71.35,233.12,3.7142857142857144,4,2022-04-12,2024-10-01,Design,Beginner,4,3,0,41,Male,0.007743362831858407,457,4,0.5,0.21428571428571427,0.5714285714285714,0.0,3,1
U0087,9,9,1334.57,148.28555555555556,50.47,276.38,4.066666666666666,5,2022-07-31,2025-11-04,Technology,Intermediate,4,5,0,43,Female,0.0075440067057837385,58,5,0.375,0.2777777777777778,0.4444444444444444,0.0,7,2
U0088,9,9,1582.19,175.79888888888888,83.52,294.65,4.111111111111111,5,2022-01-15,2025-12-27,Technology,Intermediate,4,4,1,42,Non-Binary,0.006237006237006237,5,5,0.375,0.3333333333333333,0.4444444444444444,0.1111111111111111,7,2
U0089,5,5,700.5699999999999,140.11399999999998,45.25,298.08,4.08,5,2023-07-05,2025-12-26,Business,Intermediate,1,4,0,62,Female,0.005518763796909493,6,5,0.375,0.4,0.2,0.0,1,2
U0090,6,6,722.82,120.47000000000001,52.74,291.06,4.3500000000000005,6,2022-04-21,2024-12-24,Technology,Beginner,5,0,1,58,Male,0.006128702757916241,373,6,0.25,0.16666666666666666,0.8333333333333334,0.16666666666666666,7,1
U0091,7,7,1572.76,224.68,81.14,286.46,4.442857142857143,4,2022-10-09,2025-01-21,Technology,Beginner,4,3,0,46,Male,0.008373205741626795,345,4,0.5,0.21428571428571427,0.5714285714285714,0.0,7,1
U0092,21,21,3307.44,157.49714285714285,39.39,286.87,4.142857142857143,7,2022-05-21,2025-09-15,Technology,Beginner,14,4,3,32,Male,0.01729818780889621,108,7,0.125,0.23809523809523808,0.6666666666666666,0.14285714285714285,7,1
U0093,18,18,3108.66,172.70333333333332,43.89,295.17,4.116666666666666,8,2022-05-03,2025-09-12,Arts & Creativity,Beginner,10,4,4,62,Female,0.014646053702196907,111,8,0.0,0.3333333333333333,0.5555555555555556,0.2222222222222222,0,1
U0094,27,27,4319.64,159.98666666666668,34.68,298.59,4.140740740740741,7,2022-02-04,2025-11-22,Technology,Intermediate,11,11,5,18,Female,0.019452449567723344,40,7,0.125,0.3888888888888889,0.4074074074074074,0.18518518518518517,7,2
U0095,10,10,1544.11,154.411,32.84,288.01,4.05,6,2022-04-23,2025-12-29,Technology,Beginner,6,3,1,42,Female,0.007423904974016332,3,6,0.25,0.25,0.6,0.1,7,1
U0096,13,13,2462.14,189.39538461538461,54.81,289.84,4.153846153846154,6,2022-02-06,2025-12-17,Finance,Beginner,8,3,2,24,Male,0.009213323883770375,15,6,0.25,0.2692307692307692,0.6153846153846154,0.15384615384615385,4,1
U0097,19,19,3019.65,158.92894736842106,30.97,287.73,4.1421052631578945,8,2022-01-19,2025-04-23,Data Science,Beginner,8,8,3,26,Female,0.01595298068849706,253,8,0.0,0.3684210526315789,0.42105263157894735,0.15789473684210525,2,1
U0098,14,14,2031.19,145.085,49.93,254.8,3.75,7,2022-01-13,2025-11-04,Data Science,Beginner,7,5,2,41,Female,0.010057471264367816,58,7,0.125,0.32142857142857145,0.5,0.14285714285714285,2,1
U0099,25,25,4842.34,193.6936,50.37,297.14,4.004,8,2022-01-15,2025-12-05,Finance,Beginner,13,7,5,18,Male,0.017593244194229415,27,8,0.0,0.34,0.52,0.2,4,1
U0100,11,11,1614.83,146.80272727272725,29.71,296.54,3.972727272727273,6,2022-07-27,2025-09-14,Technology,Beginner,5,3,3,61,Female,0.009598603839441536,109,6,0.25,0.4090909090909091,0.45454545454545453,0.2727272727272727,7,1
U0101,10,10,1556.3,155.63,51.05,269.75,4.04,5,2022-05-03,2025-01-26,Data Science,Beginner,8,2,0,25,Male,0.01,340,5,0.375,0.1,0.8,0.0,2,1
U0102,1,1,47.45,47.45,47.45,47.45,4.2,1,2025-03-23,2025-03-23,Marketing,Beginner,1,0,0,41,Male,1.0,284,1,0.875,0.0,1.0,0.0,6,1
U0103,1,1,58.48,58.48,58.48,58.48,4.1,1,2024-03-18,2024-03-18,Business,Advanced,0,0,1,28,Female,1.0,654,1,0.875,1.0,0.0,1.0,1,0
U0104,5,5,745.51,149.102,103.79,257.38,3.96,4,2022-08-04,2025-10-10,Business,Intermediate,1,3,1,34,Male,0.00429553264604811,83,4,0.5,0.5,0.2,0.2,1,2
U0105,16,16,2334.45,145.903125,36.51,289.22,4.1875,5,2022-01-26,2025-12-14,Technology,Beginner,10,4,2,25,Female,0.01127554615926709,18,5,0.375,0.25,0.625,0.125,7,1
U0106,9,9,1868.85,207.64999999999998,122.29,284.82,3.7222222222222223,4,2022-02-17,2025-06-04,Technology,Intermediate,3,6,0,52,Female,0.007475083056478406,211,4,0.5,0.3333333333333333,0.3333333333333333,0.0,7,2
U0107,19,19,3074.08,161.79368421052632,50.21,295.91,4.068421052631579,8,2022-01-05,2025-11-06,Technology,Beginner,9,7,3,52,Female,0.01355206847360913,56,8,0.0,0.34210526315789475,0.47368421052631576,0.15789473684210525,7,1
U0108,18,18,3016.17,167.565,55.34,287.63,4.227777777777778,6,2022-04-29,2025-12-19,Technology,Intermediate,5,13,0,50,Male,0.013523666416228399,13,6,0.25,0.3611111111111111,0.2777777777777778,0.0,7,2
U0109,15,15,2555.23,170.34866666666667,35.45,281.14,3.94,7,2022-03-27,2025-06-23,Marketing,Beginner,9,3,3,22,Female,0.012658227848101266,192,7,0.125,0.3,0.6,0.2,6,1
U0110,12,12,1704.67,142.05583333333334,37.75,283.62,3.975,7,2022-03-14,2025-12-09,Design,Intermediate,5,5,2,59,Female,0.008778346744696415,23,7,0.125,0.375,0.4166666666666667,0.16666666666666666,3,2
U0111,22,22,3582.87,162.85772727272726,52.83,292.24,4.081818181818182,7,2022-02-14,2025-09-16,Business,Beginner,12,5,5,56,Female,0.016781083142639208,107,7,0.125,0.3409090909090909,0.5454545454545454,0.22727272727272727,1,1
U0112,6,6,1014.9100000000001,169.15166666666667,37.24,253.56,4.033333333333333,5,2022-05-06,2025-05-07,Marketing,Beginner,3,0,3,58,Male,0.00546448087431694,239,5,0.375,0.5,0.5,0.5,6,1
U0113,12,12,1970.65,164.22083333333333,35.78,289.38,3.9166666666666665,6,2022-04-21,2025-09-25,Technology,Intermediate,4,5,3,45,Male,0.009569377990430622,98,6,0.25,0.4583333333333333,0.3333333333333333,0.25,7,2
U0114,19,19,3506.2599999999998,184.54,31.58,294.92,4.036842105263158,8,2022-01-25,2025-12-28,Business,Beginner,9,8,2,24,Female,0.013249651324965132,4,8,0.0,0.3157894736842105,0.47368421052631576,0.10526315789473684,1,1
U0115,18,18,3371.09,187.2827777777778,57.84,286.13,4.0055555555555555,7,2022-02-26,2025-08-13,Business,Beginner,8,8,2,26,Male,0.014229249011857707,141,7,0.125,0.3333333333333333,0.4444444444444444,0.1111111111111111,1,1
U0116,5,5,794.37,158.874,40.2,226.77,4.0200000000000005,4,2022-01-03,2024-10-29,Business,Beginner,4,1,0,25,Female,0.004849660523763337,429,4,0.5,0.1,0.8,0.0,1,1
U0117,11,11,2002.49,182.04454545454544,56.96,251.73,4.0636363636363635,7,2022-01-20,2025-07-13,Technology,Intermediate,5,5,1,29,Female,0.00865460267505901,172,7,0.125,0.3181818181818182,0.45454545454545453,0.09090909090909091,7,2
U0118,16,16,2344.28,146.5175,46.55,280.68,4.00625,6,2022-06-19,2025-08-02,Technology,Beginner,8,6,2,51,Female,0.014022787028921999,152,6,0.25,0.3125,0.5,0.125,7,1
U0119,17,17,2450.08,144.12235294117647,41.46,278.51,4.029411764705882,7,2022-03-21,2025-10-27,Technology,Beginner,11,5,1,50,Female,0.012908124525436599,66,7,0.125,0.20588235294117646,0.6470588235294118,0.058823529411764705,7,1
U0120,10,10,1383.66,138.366,41.66,271.04,3.9299999999999997,6,2022-01-13,2025-12-20,Data Science,Intermediate,4,5,1,40,Non-Binary,0.006954102920723227,12,6,0.25,0.35,0.4,0.1,2,2
