UserID,total_courses,total_transactions,total_spending,avg_spending,min_spending,max_spending,avg_course_rating,n_categories,first_enroll,last_enroll,preferred_category,preferred_level,Beginner,Intermediate,Advanced,Age,Gender,enrollment_frequency,diversity_score,category_concentration,beginner_ratio,advanced_ratio,learning_depth_index,recency_days,preferred_category_enc,preferred_level_enc,total_cpd_points,completion_rate,ProfessionType,YearsExperience,Country,Cluster,SegmentName,PCA_1,PCA_2,SilhouetteVal
P0011,12,12,10168.69,847.3908333333334,318.83,1270.07,4.333333333333333,5,2022-01-18,2025-08-12,DCD & Motor Disorders,Advanced,2,2,8,43,Female,0.00920951650038373,5,0.16666666666666663,0.16666666666666666,0.6666666666666666,0.75,142,2,0,52,0.8333333333333334,Classroom Teacher,6,South Africa,2,🔬 Clinical Experts,0.3790340263069351,1.6968967574610614,0.24421660478420348
P0012,1,1,469.9,469.9,469.9,469.9,4.8,1,2022-09-08,2022-09-08,Sport & Leisure,Beginner,1,0,0,61,Male,1.0,1,0.8333333333333334,1.0,0.0,0.0,1211,5,1,0,0.0,Occupational Therapist,29,South Africa,1,📜 CPD Collectors,-6.631257027561609,-4.307109755819639,0.32056259999435993
P0013,23,23,17899.0,778.2173913043479,324.31,1510.08,4.282608695652174,6,2022-09-10,2025-10-25,Classroom Interventions,Intermediate,4,13,6,51,Female,0.020140105078809107,6,0.0,0.17391304347826086,0.2608695652173913,0.5434782608695652,68,1,2,94,0.9565217391304348,Occupational Therapist,33,United Kingdom,0,🎓 Eager Learners,2.3568980944339843,0.23535603526633447,0.4863152991786407
P0014,2,2,721.87,360.935,357.87,364.0,4.45,2,2022-06-07,2023-11-06,Sensory Processing,Beginner,2,0,0,52,Female,0.003861003861003861,2,0.6666666666666667,1.0,0.0,0.0,787,4,1,2,0.5,Occupational Therapist,26,Australia,3,👀 Curious Browsers,-3.549205045765626,-3.49556926328495,0.3931076521443789
P0015,21,21,11736.49,558.8804761904762,321.99,1000.08,4.29047619047619,5,2022-02-04,2025-11-20,Fundamental Movement Skills,Beginner,13,6,2,50,Male,0.015151515151515152,5,0.16666666666666663,0.6190476190476191,0.09523809523809523,0.23809523809523808,42,3,1,38,0.5714285714285714,School Psychologist,3,New Zealand,0,🎓 Eager Learners,1.2394024883750645,-1.4401290650099912,0.45940633778710227
P0016,9,9,7797.2,866.3555555555555,386.68,1369.17,4.077777777777778,4,2022-01-11,2025-08-08,DCD & Motor Disorders,Advanced,2,2,5,53,Female,0.006891271056661562,4,0.33333333333333337,0.2222222222222222,0.5555555555555556,0.6666666666666666,146,2,0,42,1.0,Occupational Therapist,28,South Africa,2,🔬 Clinical Experts,-0.5077629290114771,1.681143833949888,0.34726242642392685
P0017,19,19,13905.82,731.8852631578948,342.7,1278.99,4.394736842105263,6,2022-01-21,2025-10-19,Classroom Interventions,Intermediate,5,10,4,42,Female,0.013888888888888888,6,0.0,0.2631578947368421,0.21052631578947367,0.47368421052631576,74,1,2,54,0.7368421052631579,Occupational Therapist,24,South Africa,0,🎓 Eager Learners,2.077415343706568,-0.2374084484532118,0.524083157777392
P0018,5,5,2522.2799999999997,504.45599999999996,380.01,658.41,4.38,3,2022-02-06,2024-09-15,Classroom Interventions,Beginner,5,0,0,27,Female,0.005246589716684155,3,0.5,1.0,0.0,0.0,473,1,1,4,0.4,Occupational Therapist,18,Other,3,👀 Curious Browsers,-2.037485749218426,-2.8729822081214325,0.42142234501497317
P0019,4,4,4011.96,1002.99,650.25,1408.12,4.525,2,2022-01-10,2025-03-07,Sensory Processing,Intermediate,0,2,2,55,Female,0.003469210754553339,2,0.6666666666666667,0.0,0.5,0.75,300,4,2,14,0.75,Occupational Therapist,5,South Africa,2,🔬 Clinical Experts,-2.7392781252179796,1.5089866983172193,0.1661410819962813
P0020,20,20,12417.49,620.8745,310.24,1500.53,4.245,6,2022-02-02,2025-12-29,Fundamental Movement Skills,Beginner,12,7,1,40,Female,0.01401541695865452,6,0.0,0.6,0.05,0.225,3,3,1,50,0.85,Kinderkineticist,34,South Africa,0,🎓 Eager Learners,2.157930731078743,-1.1865827848868225,0.558379953053814
P0021,3,3,1999.52,666.5066666666667,433.16,961.93,4.033333333333333,3,2022-12-28,2023-07-05,Classroom Interventions,Beginner,2,1,0,42,Female,0.015789473684210527,3,0.5,0.6666666666666666,0.0,0.16666666666666666,911,1,1,6,0.6666666666666666,Occupational Therapist,15,South Africa,3,👀 Curious Browsers,-2.5440042689659736,-1.4294023504178754,0.33219347008501954
P0022,2,2,1362.06,681.03,459.38,902.68,4.1,2,2022-01-29,2022-08-17,Fundamental Movement Skills,Beginner,1,0,1,36,Female,0.009950248756218905,2,0.6666666666666667,0.5,0.5,0.5,1233,3,1,2,0.5,Kinderkineticist,1,South Africa,3,👀 Curious Browsers,-3.993514003663574,-0.6059843970486094,0.1996429114223198
P0023,22,22,12663.28,575.6036363636364,293.44,1593.78,4.359090909090909,6,2022-02-12,2025-12-21,Assessment & Diagnosis,Beginner,12,9,1,29,Female,0.015613910574875798,6,0.0,0.5454545454545454,0.045454545454545456,0.25,11,0,1,40,0.6818181818181818,Kinderkineticist,7,New Zealand,0,🎓 Eager Learners,2.194899528182787,-1.2449327162781516,0.47874740684342615
P0024,7,7,7313.13,1044.7328571428573,545.08,1433.0,4.142857142857143,2,2022-01-30,2025-08-03,DCD & Motor Disorders,Advanced,0,1,6,59,Female,0.00546021840873635,2,0.6666666666666667,0.0,0.8571428571428571,0.9285714285714286,151,2,0,40,1.0,Classroom Teacher,14,Australia,2,🔬 Clinical Experts,-2.487606824831348,3.1075492182760716,0.44666514677097363
P0025,26,26,13843.9,532.4576923076922,291.86,1312.87,4.296153846153846,6,2022-01-15,2025-12-08,DCD & Motor Disorders,Beginner,18,6,2,53,Female,0.018258426966292134,6,0.0,0.6923076923076923,0.07692307692307693,0.19230769230769232,24,2,1,54,0.8076923076923077,Occupational Therapist,2,Australia,0,🎓 Eager Learners,2.4194009895457884,-1.7804977178530035,0.5251193087481131
P0026,4,4,4560.57,1140.1425,803.2,1393.45,4.175000000000001,3,2022-05-18,2025-10-21,Sensory Processing,Advanced,0,0,4,47,Female,0.0031923383878691143,3,0.5,0.0,1.0,1.0,72,4,0,24,1.0,Classroom Teacher,11,South Africa,2,🔬 Clinical Experts,-1.6908296558379736,3.5728433566093125,0.48634182035071927
P0027,22,22,12901.08,586.4127272727272,330.64,1173.09,4.222727272727273,6,2022-01-05,2025-12-26,DCD & Motor Disorders,Beginner,16,5,1,38,Female,0.015151515151515152,6,0.0,0.7272727272727273,0.045454545454545456,0.1590909090909091,6,2,1,32,0.5454545454545454,Kinderkineticist,16,South Africa,0,🎓 Eager Learners,2.2752275318249215,-1.6513487631225099,0.5162062073259986
P0028,17,17,10941.16,643.5976470588236,336.86,953.46,4.358823529411764,6,2022-03-15,2025-11-21,Classroom Interventions,Intermediate,7,10,0,54,Female,0.012611275964391691,6,0.0,0.4117647058823529,0.0,0.29411764705882354,41,1,2,38,0.7058823529411765,Occupational Therapist,33,South Africa,0,🎓 Eager Learners,2.06152482410655,-1.0710910061580792,0.5672262873803707
P0029,23,23,18803.77,817.5552173913044,348.52,1408.98,4.282608695652174,6,2022-05-02,2025-11-27,DCD & Motor Disorders,Intermediate,5,12,6,43,Male,0.01761102603369066,6,0.0,0.21739130434782608,0.2608695652173913,0.5217391304347826,35,2,2,80,0.8260869565217391,Classroom Teacher,3,South Africa,0,🎓 Eager Learners,2.392317474300552,0.2337713574666445,0.509512225386839
P0030,15,15,10977.81,731.8539999999999,310.73,1326.57,4.306666666666667,5,2022-02-26,2025-09-28,Sensory Processing,Intermediate,3,9,3,39,Male,0.011441647597254004,5,0.16666666666666663,0.2,0.2,0.5,95,4,2,58,0.9333333333333333,Classroom Teacher,20,South Africa,0,🎓 Eager Learners,1.0004661805847013,-0.006711575031491071,0.3720040992584748
P0031,5,5,2547.54,509.508,356.73,733.47,4.5,3,2022-12-02,2025-07-30,Sensory Processing,Beginner,4,1,0,40,Female,0.0051440329218107,3,0.5,0.8,0.0,0.1,155,4,1,4,0.4,Occupational Therapist,32,South Africa,3,👀 Curious Browsers,-1.6758332108588385,-2.2384563754605673,0.28888704206234134
P0032,12,12,9504.15,792.0124999999999,328.98,1353.25,4.158333333333333,6,2023-01-15,2025-12-29,DCD & Motor Disorders,Intermediate,1,8,3,31,Female,0.011111111111111112,6,0.0,0.08333333333333333,0.25,0.5833333333333334,3,2,2,30,0.5833333333333334,School Psychologist,28,South Africa,0,🎓 Eager Learners,1.9630547657961772,0.760159690906757,0.37135192665032735
P0033,18,18,13769.18,764.9544444444444,273.67,1449.4,4.372222222222223,6,2022-01-20,2025-08-15,Classroom Interventions,Intermediate,4,10,4,25,Female,0.013803680981595092,6,0.0,0.2222222222222222,0.2222222222222222,0.5,139,1,2,52,0.7777777777777778,Physiotherapist,32,United Kingdom,0,🎓 Eager Learners,1.9451695975357928,-0.020463635242171836,0.4964409148544326
P0034,24,24,15064.11,627.67125,279.19,1313.09,4.279166666666667,5,2022-03-25,2025-02-17,DCD & Motor Disorders,Beginner,15,6,3,44,Female,0.022620169651272386,5,0.16666666666666663,0.625,0.125,0.25,318,2,1,40,0.625,Kinderkineticist,5,Australia,0,🎓 Eager Learners,1.0004456422724783,-1.3915677900368835,0.4191525725986109
P0035,5,5,2395.15,479.03000000000003,306.56,779.65,4.38,3,2024-10-10,2025-06-05,Fundamental Movement Skills,Beginner,4,1,0,57,Female,0.02092050209205021,3,0.5,0.8,0.0,0.1,210,3,1,0,0.0,Parent/Caregiver,28,South Africa,3,👀 Curious Browsers,-1.6827344223885161,-2.271156176042351,0.3725778091488756
P0036,23,23,15297.22,665.0965217391304,285.45,1233.73,4.3478260869565215,6,2022-01-08,2025-07-21,Fundamental Movement Skills,Beginner,11,9,3,24,Female,0.017815646785437646,6,0.0,0.4782608695652174,0.13043478260869565,0.32608695652173914,164,3,1,64,0.8260869565217391,Physiotherapist,34,South Africa,0,🎓 Eager Learners,2.013900435712272,-0.8193800796480091,0.5501790527395479
P0037,12,12,7340.42,611.7016666666667,309.03,980.14,4.2250000000000005,6,2022-01-08,2025-12-28,DCD & Motor Disorders,Intermediate,5,6,1,56,Female,0.008270158511371467,6,0.0,0.4166666666666667,0.08333333333333333,0.3333333333333333,4,2,2,30,0.75,Classroom Teacher,11,Australia,0,🎓 Eager Learners,1.9450160822426514,-0.9262416546896423,0.5484870230469057
P0038,21,21,14629.21,696.6290476190476,322.37,1130.67,4.342857142857143,6,2022-04-20,2025-12-17,DCD & Motor Disorders,Intermediate,6,12,3,55,Female,0.01569506726457399,6,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,15,2,2,62,0.7619047619047619,Physiotherapist,17,Australia,0,🎓 Eager Learners,2.302478018555043,-0.44066402719538394,0.5826994224444381
P0039,2,2,1217.79,608.895,441.91,775.88,4.05,2,2024-08-05,2025-10-22,Classroom Interventions,Intermediate,1,1,0,33,Female,0.0045045045045045045,2,0.6666666666666667,0.5,0.0,0.25,71,1,2,6,1.0,Classroom Teacher,18,Australia,3,👀 Curious Browsers,-2.1298693873470507,-1.0720188971500417,0.3145764439210118
P0040,3,3,1986.17,662.0566666666667,403.44,954.02,4.433333333333334,2,2022-06-18,2025-06-17,Assessment & Diagnosis,Intermediate,1,2,0,47,Female,0.002737226277372263,2,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,198,0,2,8,0.6666666666666666,Kinderkineticist,17,South Africa,3,👀 Curious Browsers,-2.5060117093635257,-0.7801593400079575,0.2821498692853825
P0041,14,14,10798.94,771.3528571428571,286.19,1579.64,4.307142857142857,5,2022-03-22,2025-09-18,DCD & Motor Disorders,Beginner,5,5,4,28,Male,0.01096319498825372,5,0.16666666666666663,0.35714285714285715,0.2857142857142857,0.4642857142857143,105,2,1,42,0.7857142857142857,Occupational Therapist,10,New Zealand,0,🎓 Eager Learners,0.7449897803400998,0.16154303843533624,0.3487143872694284
P0042,20,20,12114.47,605.7235,319.37,1581.17,4.3950000000000005,5,2022-03-18,2025-09-26,DCD & Motor Disorders,Beginner,13,6,1,52,Female,0.015515903801396431,5,0.16666666666666663,0.65,0.05,0.2,97,2,1,48,0.8,Physiotherapist,33,South Africa,0,🎓 Eager Learners,1.0334217263111136,-1.5229253693519975,0.4322261229506637
P0043,16,16,9835.03,614.689375,308.94,981.77,4.2875,5,2022-03-06,2025-12-16,Sport & Leisure,Beginner,10,6,0,50,Male,0.011577424023154847,5,0.16666666666666663,0.625,0.0,0.1875,16,5,1,26,0.5625,Physiotherapist,33,South Africa,0,🎓 Eager Learners,1.0051321158841124,-1.343662974548452,0.32579032517160833
P0044,5,5,5154.96,1030.992,705.1,1534.01,4.14,3,2022-03-14,2024-09-01,Sensory Processing,Advanced,0,2,3,36,Female,0.005537098560354375,3,0.5,0.0,0.6,0.8,487,4,0,22,0.8,Occupational Therapist,13,South Africa,2,🔬 Clinical Experts,-2.153602742665801,2.632808622091555,0.4259202580401785
P0045,25,25,16101.57,644.0628,303.11,1470.36,4.32,6,2022-02-25,2025-12-16,DCD & Motor Disorders,Beginner,13,8,4,24,Male,0.017972681524083392,6,0.0,0.52,0.16,0.32,16,2,1,52,0.68,Occupational Therapist,28,South Africa,0,🎓 Eager Learners,2.3459912404775034,-0.8839148712807754,0.5717974595978904
P0046,4,4,2287.07,571.7675,467.42,724.26,4.45,2,2022-03-28,2024-06-06,Fundamental Movement Skills,Beginner,3,1,0,60,Male,0.004987531172069825,2,0.6666666666666667,0.75,0.0,0.125,574,3,1,8,0.75,Physiotherapist,13,South Africa,3,👀 Curious Browsers,-3.1765902451534185,-2.0843032974860134,0.4497789385296796
P0047,15,15,11133.630000000001,742.2420000000001,555.45,938.22,4.326666666666667,6,2022-01-04,2025-07-21,Sport & Leisure,Intermediate,0,14,1,39,Non-Binary,0.011583011583011582,6,0.0,0.0,0.06666666666666667,0.5333333333333333,164,5,2,48,0.8,Occupational Therapist,27,South Africa,0,🎓 Eager Learners,1.7983830708159512,0.39651985285005725,0.31123267252159603
P0048,14,14,10579.55,755.6821428571428,332.15,1328.91,4.25,5,2022-01-27,2025-08-12,DCD & Motor Disorders,Intermediate,4,6,4,57,Male,0.010819165378670788,5,0.16666666666666663,0.2857142857142857,0.2857142857142857,0.5,142,2,2,52,0.8571428571428571,Occupational Therapist,20,Australia,0,🎓 Eager Learners,0.9140788575819334,-0.045006613785958174,0.43478914188820356
P0049,15,15,10587.050000000001,705.8033333333334,354.82,1253.22,4.246666666666667,6,2022-02-04,2025-11-17,DCD & Motor Disorders,Intermediate,3,8,4,49,Male,0.010845986984815618,6,0.0,0.2,0.26666666666666666,0.5333333333333333,45,2,2,38,0.6666666666666666,Classroom Teacher,16,South Africa,0,🎓 Eager Learners,2.014174024883433,0.08248318571670481,0.5111486556929417
P0050,14,14,10031.33,716.5235714285715,381.12,1157.68,4.271428571428571,5,2022-02-07,2025-09-10,DCD & Motor Disorders,Intermediate,4,7,3,53,Female,0.010670731707317074,5,0.16666666666666663,0.2857142857142857,0.21428571428571427,0.4642857142857143,113,2,2,54,1.0,Classroom Teacher,4,South Africa,0,🎓 Eager Learners,0.950951401926913,-0.23304237879213163,0.4685963667292594
P0051,3,3,1188.38,396.1266666666667,350.98,459.34,4.266666666666667,3,2022-02-02,2024-07-24,DCD & Motor Disorders,Beginner,3,0,0,52,Male,0.00331858407079646,3,0.5,1.0,0.0,0.0,526,2,1,4,0.6666666666666666,Classroom Teacher,22,South Africa,3,👀 Curious Browsers,-2.1182147135762706,-3.117592009866644,0.4287013415091663
P0052,3,3,1628.72,542.9066666666666,436.84,664.24,4.2,3,2024-02-23,2024-08-17,Classroom Interventions,Beginner,2,1,0,29,Female,0.01694915254237288,3,0.5,0.6666666666666666,0.0,0.16666666666666666,502,1,1,4,0.6666666666666666,Physiotherapist,11,South Africa,3,👀 Curious Browsers,-2.0658253298699982,-1.6900229962488704,0.426933918188402
P0053,1,1,839.14,839.14,839.14,839.14,4.3,1,2025-11-15,2025-11-15,Sensory Processing,Intermediate,0,1,0,36,Female,1.0,1,0.8333333333333334,0.0,0.0,0.5,47,4,2,4,1.0,School Psychologist,7,South Africa,1,📜 CPD Collectors,-4.5257484607496385,0.16752251411193714,0.1947043277090174
P0054,9,9,8653.88,961.5422222222221,637.18,1546.98,4.322222222222222,4,2022-02-10,2025-04-23,Sensory Processing,Advanced,0,4,5,40,Female,0.007698887938408896,4,0.33333333333333337,0.0,0.5555555555555556,0.7777777777777778,253,4,0,46,1.0,Kinderkineticist,6,South Africa,2,🔬 Clinical Experts,-0.8331728080625546,2.3397453336526595,0.4382726663822276
P0055,18,18,10644.03,591.335,355.03,1245.66,4.2444444444444445,5,2022-01-01,2025-08-08,DCD & Motor Disorders,Beginner,11,5,2,41,Male,0.013677811550151976,5,0.16666666666666663,0.6111111111111112,0.1111111111111111,0.25,146,2,1,38,0.7222222222222222,Occupational Therapist,34,South Africa,0,🎓 Eager Learners,0.9664585299609538,-1.2852664531940463,0.4347732959706546
P0056,8,8,5150.13,643.76625,323.48,1156.11,4.1,5,2022-01-22,2025-03-25,Classroom Interventions,Beginner,5,2,1,23,Female,0.006902502157031924,5,0.16666666666666663,0.625,0.125,0.25,282,1,1,2,0.125,Occupational Therapist,3,Australia,0,🎓 Eager Learners,0.34846752534199704,-1.0034960284034875,0.1719173898332778
P0057,12,12,10406.8,867.2333333333332,336.6,1475.47,4.341666666666667,5,2022-03-24,2025-12-18,Assessment & Diagnosis,Advanced,2,5,5,43,Female,0.008784773060029283,5,0.16666666666666663,0.16666666666666666,0.4166666666666667,0.625,14,0,0,54,1.0,Kinderkineticist,27,Netherlands,2,🔬 Clinical Experts,0.5628597747776632,1.5678446042190408,0.1271367615043741
P0058,21,21,17617.56,838.9314285714287,356.21,1581.46,4.295238095238095,6,2022-01-07,2025-12-10,DCD & Motor Disorders,Intermediate,2,14,5,28,Female,0.014644351464435146,6,0.0,0.09523809523809523,0.23809523809523808,0.5714285714285714,22,2,2,68,0.7619047619047619,Occupational Therapist,30,South Africa,0,🎓 Eager Learners,2.3040750285097378,0.6400854280168817,0.4498344582075179
P0059,8,8,8221.76,1027.72,784.65,1374.31,4.1125,4,2022-06-21,2025-11-08,DCD & Motor Disorders,Advanced,0,1,7,51,Female,0.0064672594987873885,4,0.33333333333333337,0.0,0.875,0.9375,54,2,0,34,0.75,Kinderkineticist,1,United Kingdom,2,🔬 Clinical Experts,-0.48884169514513376,3.149042605965751,0.5004182406700262
P0060,22,22,14717.220000000001,668.9645454545455,302.17,1233.43,4.3500000000000005,6,2022-02-01,2025-12-24,Fundamental Movement Skills,Intermediate,9,11,2,49,Female,0.015460295151089248,6,0.0,0.4090909090909091,0.09090909090909091,0.3409090909090909,8,3,2,52,0.7272727272727273,Parent/Caregiver,20,New Zealand,0,🎓 Eager Learners,2.357986853808956,-0.9476014633493272,0.5879842374399352
P0061,9,9,8279.79,919.9766666666668,384.96,1469.4,4.2444444444444445,6,2022-01-21,2025-10-13,Assessment & Diagnosis,Advanced,1,2,6,58,Female,0.006607929515418502,6,0.0,0.1111111111111111,0.6666666666666666,0.7777777777777778,80,0,0,40,0.8888888888888888,Occupational Therapist,20,Other,2,🔬 Clinical Experts,1.2590894913174207,2.217077348298648,0.11799937702522335
P0062,8,8,7404.0199999999995,925.5024999999999,285.92,1461.1,4.2375,4,2022-07-29,2025-07-30,DCD & Motor Disorders,Advanced,2,2,4,51,Female,0.007285974499089253,4,0.33333333333333337,0.25,0.5,0.625,155,2,0,32,0.875,Occupational Therapist,12,United Kingdom,2,🔬 Clinical Experts,-0.6919576618967365,1.6072857690196392,0.4006453188020928
P0063,6,6,3674.41,612.4016666666666,295.88,883.54,4.2,5,2022-06-14,2025-10-08,Fundamental Movement Skills,Intermediate,2,4,0,36,Female,0.00494641384995878,5,0.16666666666666663,0.3333333333333333,0.0,0.3333333333333333,85,3,2,6,0.3333333333333333,Parent/Caregiver,23,New Zealand,0,🎓 Eager Learners,0.6484046152739114,-0.7466476446840695,0.338150659120341
P0064,17,17,12824.54,754.384705882353,320.45,1376.69,4.341176470588235,5,2022-01-13,2025-11-28,Classroom Interventions,Intermediate,6,6,5,60,Female,0.012005649717514125,5,0.16666666666666663,0.35294117647058826,0.29411764705882354,0.47058823529411764,34,1,2,40,0.7058823529411765,Kinderkineticist,14,Netherlands,0,🎓 Eager Learners,1.1576352676101669,-0.2635589979027304,0.4655387657884087
P0065,23,23,15623.27,679.2726086956521,386.83,1099.17,4.3304347826086955,6,2022-03-04,2025-11-28,Assessment & Diagnosis,Intermediate,5,15,3,38,Female,0.01683748169838946,6,0.0,0.21739130434782608,0.13043478260869565,0.45652173913043476,34,0,2,72,0.8695652173913043,Occupational Therapist,15,Australia,0,🎓 Eager Learners,2.402098496046524,-0.31458563124159467,0.4817647355021407
P0066,4,4,2444.2599999999998,611.0649999999999,450.42,861.3,4.375,4,2022-09-06,2024-04-06,Classroom Interventions,Beginner,2,1,1,35,Female,0.0069084628670120895,4,0.33333333333333337,0.5,0.25,0.375,635,1,1,14,1.0,School Psychologist,15,South Africa,3,👀 Curious Browsers,-1.420877641335084,-0.945223830293102,0.21119099384483664
P0067,11,11,8197.48,745.2254545454545,375.01,1063.97,4.372727272727273,5,2022-01-08,2025-12-09,Assessment & Diagnosis,Intermediate,1,8,2,58,Female,0.007681564245810056,5,0.16666666666666663,0.09090909090909091,0.18181818181818182,0.5454545454545454,23,0,2,30,0.6363636363636364,School Psychologist,28,South Africa,0,🎓 Eager Learners,0.8661476878531299,0.3983103609106526,0.270290984343043
P0068,3,3,3207.8599999999997,1069.2866666666666,776.61,1445.83,4.033333333333333,2,2022-07-23,2023-06-08,DCD & Motor Disorders,Advanced,0,1,2,36,Female,0.009345794392523364,2,0.6666666666666667,0.0,0.6666666666666666,0.8333333333333334,938,2,0,12,0.6666666666666666,Kinderkineticist,22,South Africa,2,🔬 Clinical Experts,-3.716150186026972,2.6881226302559496,0.232928901640018
P0069,22,22,14484.96,658.4072727272727,289.12,1272.35,4.386363636363637,6,2022-01-05,2025-03-15,Fundamental Movement Skills,Beginner,10,9,3,25,Female,0.018867924528301886,6,0.0,0.45454545454545453,0.13636363636363635,0.3409090909090909,292,3,1,60,0.8636363636363636,Kinderkineticist,13,South Africa,0,🎓 Eager Learners,1.759482990052358,-0.847445571736086,0.5136172586523967
P0070,10,10,9436.88,943.6879999999999,320.61,1545.86,4.24,4,2022-05-26,2025-11-10,DCD & Motor Disorders,Advanced,1,4,5,40,Male,0.007905138339920948,4,0.33333333333333337,0.1,0.5,0.7,52,2,0,36,0.8,Occupational Therapist,32,South Africa,2,🔬 Clinical Experts,-0.44168719875323914,2.1143979403868074,0.45129717358955795
P0071,6,6,4858.46,809.7433333333333,714.39,935.5,4.3500000000000005,4,2022-01-19,2024-11-15,Sensory Processing,Intermediate,0,4,2,53,Male,0.005813953488372093,4,0.33333333333333337,0.0,0.3333333333333333,0.6666666666666666,412,4,2,28,1.0,Occupational Therapist,28,South Africa,2,🔬 Clinical Experts,-0.8382604526034398,0.8306037183606301,0.07004606323974238
P0072,16,16,13259.39,828.711875,298.86,1385.43,4.3125,6,2022-01-03,2025-08-05,Assessment & Diagnosis,Intermediate,2,7,7,29,Female,0.012204424103737605,6,0.0,0.125,0.4375,0.65625,149,0,2,70,0.9375,Kinderkineticist,32,United Kingdom,0,🎓 Eager Learners,1.8550252478560916,0.7366344444551605,0.33375379421381474
